150
35 887
29 98 326
21 50 349
43 15 349
23 184 344
8 89 205
28 35 152
31 83 262
0 0 214
23 201
12 24 94
93 3 201
84 34 201
4 0 188
40 0 187
3 25 201
24 0 166
95 0 194
6 39 201
75 0 60
104 85 201
101 0 158
34 0 192
80 0 195
79 138 201
0 0 131
7 119 201
102 64 194
11 0 101
57 93 201
9 6 201
73 0 134
77 20 201
14 853
12 71 598
1 232 853
34 332 607
26 0 672
50 100 853
38 0 613
29 35 853
46 222 853
33 0 756
37 232 853
13 0 398
17 22 636
10 0 472
28 0 702
28 215
84 34 113
96 0 186
65 130 215
23 0 174
44 106 215
87 0 110
13 0 176
37 129 187
52 128 215
49 59 215
2 0 135
19 0 204
6 83 215
83 0 198
72 0 133
123 89 215
71 0 113
63 0 204
43 63 215
78 0 173
42 23 181
45 0 121
86 0 158
102 27 210
75 0 115
35 0 205
55 130 215
124 16 215
36 461
139 0 316
90 9 461
141 202 461
33 111 461
49 222 345
135 4 461
125 60 432
38 161 365
131 0 461
19 158 268
51 66 196
123 0 414
63 87 398
75 0 349
57 0 296
3 150 335
50 206 461
37 189 461
32 0 440
111 225 354
46 40 461
39 3 461
31 0 218
87 76 461
119 102 461
61 142 461
67 0 377
76 64 461
15 348 461
24 0 269
105 5 461
132 0 382
52 192 461
45 321 461
62 0 453
26 111 400
50 594
43 104 224
0 430 585
49 0 469
39 94 594
2 136 594
35 248 594
15 0 443
31 198 594
51 337 594
54 32 594
41 0 570
44 0 287
59 0 490
30 0 366
50 0 564
16 29 594
20 0 588
4 121 594
57 0 310
32 0 560
14 0 481
9 155 490
37 157 358
38 168 594
3 97 594
13 0 363
25 391 594
60 0 256
27 308 594
11 410 576
36 72 231
18 198 594
10 158 594
42 112 554
19 0 541
21 137 594
53 0 397
33 351 594
48 227 594
26 0 375
6 12 594
58 290 594
8 0 437
34 276 594
11 206 355
23 73 594
40 84 374
28 55 207
29 285 477
12 0 457
36 166
61 0 149
11 0 131
103 109 166
104 0 114
119 79 118
85 0 122
3 0 130
42 0 146
26 7 166
68 0 47
89 52 166
51 0 85
30 65 166
105 0 117
95 120 160
113 27 166
14 48 160
112 13 166
70 0 80
75 90 166
87 0 122
111 102 166
37 40 166
5 0 150
39 0 140
54 87 166
64 23 166
106 0 128
48 0 95
46 0 148
27 0 126
110 0 91
123 3 141
107 0 156
21 0 122
90 20 166
45 478
35 0 285
3 215 478
23 214 432
26 0 447
48 92 281
11 41 478
6 112 478
67 156 478
61 0 229
18 158 478
52 0 230
31 0 197
1 0 456
32 0 455
53 0 116
17 257 478
25 61 478
21 176 478
27 244 417
13 1 333
34 3 182
64 0 294
8 293 478
55 0 478
47 0 462
40 0 339
0 0 301
30 118 478
4 0 440
51 264 424
57 0 398
45 202 478
41 21 158
59 161 452
58 319 478
46 178 478
60 0 214
43 0 137
46 0 168
66 30 478
28 0 423
56 112 478
61 293 478
14 0 270
65 180 478
2 182
18 75 182
0 49 182
35 759
51 0 654
43 79 759
109 179 759
45 0 528
7 0 635
36 0 316
50 149 759
111 187 539
31 0 575
102 0 703
39 20 759
93 198 759
52 0 720
81 0 571
44 247 447
0 188 759
49 6 759
28 402 759
78 0 668
83 0 608
106 282 759
62 0 551
86 99 403
64 162 759
3 39 249
48 95 623
10 7 759
53 0 365
8 0 461
6 0 697
79 89 759
35 232 673
112 382 759
101 286 759
73 57 422
5 208
11 19 161
26 0 206
22 0 208
21 0 196
19 13 208
27 176
2 9 176
57 7 78
19 79 176
3 56 101
39 0 170
16 31 176
59 0 75
20 116 160
1 54 176
28 0 123
0 37 77
31 8 176
8 0 37
34 20 176
53 24 112
42 0 142
46 0 171
63 90 176
56 74 176
4 82 176
29 0 164
11 68 176
9 46 176
47 89 151
15 0 135
36 0 140
37 8 176
48 294
93 93 294
84 157 294
11 164 293
4 0 287
17 0 211
37 0 224
44 106 294
26 55 294
43 110 294
81 18 242
72 0 244
14 30 294
101 127 294
96 124 184
106 98 294
68 0 234
78 30 294
12 214 294
41 0 256
19 88 294
9 27 93
102 0 279
95 16 162
56 18 164
13 18 294
20 93 294
59 63 294
35 70 294
104 0 294
27 0 136
85 0 119
89 194 294
65 28 137
15 47 294
10 131 294
73 115 294
39 10 294
6 138 294
45 147 294
83 0 230
76 93 294
18 164 294
33 78 294
22 0 209
51 130 294
69 0 292
91 0 279
3 65 236
34 533
71 336 533
0 27 443
107 0 259
94 0 441
5 166 533
9 0 410
31 18 144
130 132 533
15 361 478
67 260 533
46 63 533
73 138 256
83 30 175
109 188 533
121 0 511
62 38 533
11 97 401
37 0 211
45 0 453
10 173 533
32 0 353
87 0 415
68 72 273
38 0 519
110 41 533
8 29 533
42 210 353
31 257 400
86 254 533
72 83 447
6 310 533
47 65 533
90 83 410
54 148 533
12 313
54 5 123
39 50 313
79 0 296
34 0 286
65 236 311
0 77 179
30 0 206
16 0 202
23 0 225
42 132 308
26 0 249
50 0 72
8 780
79 468 780
53 0 753
60 0 283
64 233 632
47 191 780
85 0 675
17 496 780
34 0 734
50 99837
100000 0 95815
93913 0 66977
2104 17849 99837
48320 49218 99837
7304 0 80739
43258 16624 61903
72280 0 70319
71766 59713 99837
57014 0 46914
78458 8080 99837
58255 15169 62119
82680 0 60629
82281 0 88526
83391 0 67590
15494 25510 51765
43151 0 79307
41441 0 89911
92180 0 75850
75545 0 76272
86796 34804 87458
16858 0 77438
58711 62767 99837
8106 40721 99837
69693 43016 99837
98413 53867 99837
91880 74245 95247
61423 0 48298
43982 46526 69398
6568 0 78679
87471 69091 99837
92154 45282 99837
22638 0 55238
35028 0 47487
53516 29177 99837
2037 46741 99837
63782 0 75575
55030 0 94078
26792 0 63517
69823 16452 99837
75893 0 88108
12290 0 99360
41477 11793 99837
95930 46512 99837
15996 0 76999
22406 21739 99837
67211 0 35852
68589 5451 99837
2600 42828 99837
85115 0 58234
21559 32038 99837
37 458
9 0 407
90 10 458
33 103 318
37 45 436
94 0 371
1 0 310
39 13 458
108 163 262
15 14 458
18 24 370
48 40 310
11 126 458
78 9 254
0 0 313
30 0 374
5 168 375
89 0 334
80 109 368
85 0 428
32 0 389
83 0 458
44 189 458
97 91 458
45 0 454
52 0 267
64 0 406
70 59 458
46 0 445
8 79 458
54 10 447
105 0 292
58 0 231
60 0 407
31 69 458
36 106 458
88 156 458
26 82 458
29 536
62 0 462
43 0 185
44 45 292
80 0 420
29 0 199
84 100 536
74 0 155
41 119 536
51 245 536
16 22 536
21 0 482
58 63 403
12 32 223
87 62 536
59 113 536
0 0 286
72 128 364
61 201 311
30 0 284
56 131 536
85 94 500
25 366 536
63 147 536
50 45 536
34 166 536
90 0 531
26 0 383
9 288 536
19 6 440
1 566
27 248 389
45 445
40 109 418
55 0 349
45 0 173
24 211 445
49 41 445
47 86 445
51 286 405
66 0 386
54 244 445
9 0 207
14 0 162
39 29 445
61 0 187
37 279 401
36 0 389
28 218 366
56 0 403
17 50 445
44 37 445
8 2 402
31 253 445
68 249 424
15 6 283
20 134 445
5 195 445
42 282 445
26 0 299
13 174 445
2 0 373
46 0 285
21 26 445
6 0 172
4 59 445
38 82 300
70 151 295
41 48 445
43 59 435
7 24 445
62 155 445
0 0 229
3 0 264
16 0 427
53 78 445
64 0 236
30 154 445
5 779
46 0 715
23 0 445
92 20 779
9 0 438
55 0 589
3 482
11 105 482
0 0 265
4 28 482
48 916
57 60 857
62 0 811
42 129 916
64 0 542
36 372 916
8 23 916
39 217 736
45 0 685
46 0 871
18 232 836
73 158 895
2 0 348
40 0 292
1 367 916
25 182 916
0 103 546
59 0 558
22 71 916
72 0 457
60 451 916
52 25 916
16 0 855
47 0 435
61 235 916
54 144 916
38 0 568
30 191 916
3 116 916
21 114 916
65 0 888
14 187 916
34 0 884
74 321 916
70 385 916
10 6 916
2 444 916
28 90 916
19 0 707
55 0 916
47 454 916
41 474 754
71 0 893
17 28 916
29 255 543
51 263 671
13 0 511
53 0 476
69 271 916
23 206
62 19 206
43 65 205
6 0 175
69 0 172
1 0 161
72 133 189
33 93 206
35 38 206
29 29 206
34 98 206
70 58 206
57 82 206
75 0 193
46 3 206
82 37 206
4 0 198
60 0 172
83 0 176
80 0 57
59 0 79
42 62 205
85 11 206
30 71 188
30 839
49 15 839
28 0 431
23 210 839
11 0 792
3 287 839
14 82 839
12 321 529
40 0 791
48 20 328
24 96 839
27 0 728
4 348 839
7 63 359
15 17 839
43 357 628
29 72 544
26 0 754
39 0 599
50 0 720
45 0 560
34 101 839
5 120 839
8 0 653
1 0 839
41 46 839
13 109 839
17 144 839
36 531 839
31 13 839
46 530 839
18 231
26 61 231
20 0 217
37 84 147
28 31 224
12 0 221
17 0 212
0 75 153
22 63 231
16 2 130
27 118 231
24 0 83
18 0 216
8 126 231
5 2 138
38 42 231
7 0 221
1 35 231
31 52 231
50 97756
100000 0 54175
19016 0 67626
78315 0 62848
4726 22222 94058
55400 0 59289
10639 55205 97756
4706 0 86529
32779 51166 97756
44558 0 43229
41952 26065 97756
71041 11622 97756
58382 0 97756
44365 9426 97756
45891 27462 97756
97623 0 49691
38914 19504 66727
28665 0 66699
32282 3988 97756
74957 0 91015
17799 0 97533
20760 0 69981
76378 0 78622
61602 0 54554
59706 0 67166
33016 0 70498
12112 0 75739
98696 0 84523
81202 0 62077
10310 0 76293
125 29080 97756
89181 12379 74389
32465 0 65516
71989 0 68472
52686 8757 45106
86427 0 96367
61301 0 78921
55510 19162 97756
99642 30056 97756
55546 24606 97756
89194 1977 55850
35503 0 75944
49800 0 72812
3671 0 43671
16797 59421 97756
44087 11308 97756
20754 0 53477
72359 0 60072
33546 29635 80484
4422 64667 97756
19561 7449 97756
15 982
37 100 982
22 247 806
19 164 982
30 0 868
26 370 982
14 556 982
34 32 535
49 0 918
0 0 565
23 0 450
12 330 982
18 136 982
2 0 646
42 203 982
38 0 811
1 19
38 0 8
1 1
0 0 1
34 666
63 0 606
61 138 666
44 162 660
31 48 182
52 0 607
68 186 666
66 320 666
107 0 260
43 0 351
32 0 584
18 0 656
77 0 640
64 0 450
38 25 340
92 42 666
78 0 403
73 230 666
56 368 537
35 85 619
46 116 666
3 0 651
93 56 328
86 55 666
79 0 332
75 0 603
82 321 522
8 0 633
37 0 618
90 74 385
71 41 304
42 72 248
10 241 666
6 385 666
30 0 636
11 152
0 2 59
15 29 152
23 59 152
7 78 123
5 0 108
18 106 152
9 0 129
17 16 152
33 0 145
27 0 133
25 92 152
3 836
44 0 310
28 0 770
49 0 697
29 991
60 59 892
11 0 853
46 0 592
90 0 846
88 0 468
91 0 810
25 0 676
28 0 748
57 0 543
22 103 991
44 0 727
20 44 991
7 0 428
30 0 941
19 0 771
12 405 991
77 306 991
37 0 672
98 20 991
21 0 872
63 0 629
78 0 886
3 0 954
32 267 991
65 9 991
38 204 991
48 62 991
80 535 991
29 544 896
2 218
0 0 170
27 0 207
3 151
5 71 151
15 49 151
2 25 148
40 131
57 10 131
66 23 79
86 16 131
4 29 131
1 43 123
93 67 131
36 30 62
74 5 131
83 1 131
52 0 84
9 0 111
5 0 59
31 62 131
38 77 119
24 20 131
6 9 131
64 5 131
59 15 131
19 7 131
41 1 131
3 0 112
92 0 115
87 0 77
42 15 52
67 0 107
46 0 129
14 0 47
49 0 106
76 0 116
25 0 114
48 0 85
60 8 131
45 0 106
80 0 50
65 0 68
68 0 115
37 0 122
82 83 131
32 0 87
11 8 131
22 937
27 0 803
122 18 937
90 0 725
101 123 635
113 186 937
97 104 791
57 716 928
22 122 601
2 170 937
8 0 605
100 0 501
91 0 472
109 25 924
9 340 937
62 41 641
99 0 653
37 93 937
52 0 545
64 68 937
35 89 937
29 338 937
68 0 480
27 277
1 20 277
60 0 97
3 15 277
32 5 277
2 40 193
46 68 277
57 3 225
9 78 277
20 6 105
58 49 277
4 31 277
27 19 277
36 0 211
10 0 163
6 0 199
52 0 151
50 136 277
18 0 148
23 0 208
49 32 277
24 66 236
34 78 277
43 49 277
56 15 104
37 0 206
33 92 152
12 166 277
13 595
19 4 340
25 0 443
51 7 595
23 0 447
9 0 463
58 49 443
1 192 595
59 387 595
36 47 595
29 41 595
4 0 469
57 36 595
62 0 526
7 491
1 261 491
67 176 491
45 157 491
60 27 491
27 0 309
75 64 491
52 0 430
45 611
60 42 611
84 0 531
64 4 611
52 43 611
15 0 473
92 122 611
95 244 579
77 110 611
82 215 611
49 29 345
65 34 611
69 0 322
12 186 611
27 0 414
113 0 410
19 234 611
54 0 515
76 0 579
2 0 403
72 0 411
97 34 365
51 0 474
116 0 584
8 0 600
56 180 472
36 419 611
53 89 392
101 0 582
83 0 602
85 0 571
5 40 611
106 58 611
10 156 611
11 170 611
115 59 611
62 281 611
61 135 293
90 0 425
9 136 272
6 0 486
42 0 468
29 242 611
1 155 611
66 357 611
18 0 329
22 394
3 0 394
26 0 268
79 0 188
64 0 281
66 0 293
82 0 292
19 0 304
8 14 261
77 0 229
68 0 130
37 0 324
55 0 293
74 100 385
88 0 240
43 190 394
34 171 336
14 8 158
9 34 394
1 0 329
87 13 394
17 0 341
61 44 394
32 151
124 0 95
119 5 151
36 0 103
32 4 151
74 0 133
108 48 151
40 0 139
106 0 139
45 0 86
57 0 87
38 0 134
63 29 151
100 0 105
60 2 151
128 0 36
29 0 98
113 52 125
10 0 143
87 31 151
78 26 151
72 15 151
120 0 135
83 1 151
11 0 146
16 43 151
81 0 94
23 15 121
121 53 144
6 58 151
107 6 151
129 6 50
26 6 151
8 123
28 40 116
36 17 94
25 1 123
70 0 105
81 36 104
35 5 123
34 2 123
7 41 123
15 461
86 0 403
37 0 329
45 94 461
103 0 227
62 211 461
65 0 383
5 119 451
56 0 458
85 56 461
108 235 461
38 39 269
39 0 357
114 0 384
8 27 430
21 305 419
45 169
17 0 148
2 0 116
34 0 164
8 0 147
27 51 169
44 94 169
63 55 169
14 106 169
33 0 94
40 0 161
6 125 169
5 68 169
48 0 52
38 27 169
50 0 69
24 0 159
52 9 169
66 40 156
62 0 153
31 81 116
15 5 67
12 69 164
45 0 67
54 0 112
20 0 125
47 0 89
58 0 112
43 88 169
46 66 169
36 0 163
10 63 169
22 15 122
7 25 97
28 76 169
55 26 169
56 35 169
25 0 96
13 108 169
1 66 130
11 0 125
23 0 121
57 0 166
35 53 169
29 0 134
30 91 169
47 652
38 0 468
8 80 652
32 91 652
11 481 645
49 0 545
60 0 298
42 35 652
40 0 586
25 0 529
54 310 652
50 269 652
14 0 394
57 12 262
20 0 646
19 0 556
61 77 652
45 0 401
62 111 652
30 458 620
6 254 620
12 0 442
9 0 419
46 246 652
14 449 652
58 153 589
48 0 443
51 231 652
1 167 362
10 92 551
47 0 629
26 153 652
34 442 638
24 447 627
36 180 652
59 0 266
29 283 652
22 244 652
9 422 618
27 0 510
13 0 444
23 227 630
18 157 652
15 285 652
28 0 373
63 150 472
64 0 601
4 59 652
13 928
45 62 928
54 0 219
90 49 928
48 51 798
43 0 912
42 299 564
13 0 728
24 412 928
101 0 780
94 65 928
57 16 350
14 0 748
4 0 867
24 986
48 0 911
27 0 631
42 384 728
36 0 428
40 143 986
2 392 986
33 0 827
32 70 986
45 573 986
9 0 923
43 148 972
22 0 467
34 0 802
38 371 986
15 0 608
46 160 986
11 188 986
25 0 946
51 171 986
29 106 775
10 379 986
23 69 986
30 356 841
52 0 846
35 848
75 0 476
57 263 848
76 0 672
45 286 848
64 481 693
1 459 845
50 19 848
18 471 848
5 0 813
47 112 848
67 0 198
61 0 359
55 0 748
38 303 848
35 461 848
39 0 726
53 132 848
63 228 668
14 602 822
0 0 505
19 0 632
44 133 848
78 0 743
23 0 514
43 36 848
58 658 837
10 211 434
51 221 455
24 291 681
71 61 848
25 103 760
46 0 346
8 0 730
29 17 848
14 0 522
31 253
9 60 253
91 23 253
46 0 92
60 27 201
90 0 215
4 98 253
50 23 199
101 130 253
45 0 142
42 0 158
43 0 232
53 81 253
49 66 253
7 0 226
21 185 253
51 12 218
68 0 251
99 13 95
5 0 173
54 80 253
31 83 253
16 61 253
3 124 253
23 12 253
76 132 253
84 0 234
13 0 179
72 12 194
34 0 153
48 11 253
24 2 253
50 96584
100000 0 94697
73849 14298 96584
93796 24441 96584
13460 24999 96584
10767 56877 96584
92069 44057 96584
75407 62653 96584
96263 10526 96584
3620 9617 74034
59437 0 63032
64203 40718 96283
17953 0 52219
35414 0 67173
59734 10674 96584
78977 0 37380
16388 4097 96584
10495 0 84305
34264 0 42586
53344 0 78592
46596 0 76741
767 0 82734
76046 0 92700
69677 57469 96584
71407 0 78091
66144 0 80435
48261 34023 96584
96994 3717 71988
28809 0 63831
14149 0 96584
97692 0 94155
12011 31215 96584
99283 21773 96584
30636 0 83267
69214 0 72741
9147 0 67523
58603 38955 96584
20284 38889 94358
58663 13951 65504
97228 0 42290
31577 44555 96584
65257 18384 96584
7620 0 78381
62421 0 57178
47356 35657 96584
5542 0 88859
1532 23726 96584
58719 4324 96584
12941 0 83068
48258 0 93141
73165 44971 96584
27 63
20 0 43
18 15 59
22 32 63
14 29 57
6 0 39
1 4 41
28 0 38
35 4 63
32 0 48
15 27 40
25 14 63
19 0 52
16 0 13
0 0 24
21 30 63
9 22 63
27 0 35
30 13 63
31 7 44
37 43 63
10 0 20
12 0 47
34 18 63
36 18 57
13 19 50
4 5 63
3 17 63
1 709
62 235 709
27 744
53 317 744
29 0 687
22 0 382
48 124 402
1 212 613
43 290 744
47 282 476
26 256 744
8 301 744
15 0 696
13 309 639
4 443 744
14 117 744
10 0 485
11 0 640
5 160 744
7 0 744
40 0 355
44 182 414
52 63 744
6 0 578
17 0 358
24 0 636
13 0 302
12 0 733
25 0 657
51 0 717
25 452
33 0 441
100 200 452
54 180 299
111 113 452
88 101 452
110 50 452
115 0 293
104 278 452
107 212 452
31 0 335
13 0 361
56 98 452
124 125 452
24 218 452
51 29 452
53 0 297
27 59 452
20 122 452
121 0 263
5 89 290
49 168 365
105 0 283
36 11 113
32 0 434
79 176 273
49 935
42 0 518
68 337 935
27 77 935
25 361 935
24 0 407
29 4 282
12 0 802
56 43 513
8 252 808
11 161 935
31 0 770
0 0 627
36 329 557
16 194 935
49 0 803
19 287 631
18 122 935
61 403 935
20 392 935
1 0 548
52 0 891
62 259 493
64 0 733
33 38 935
9 17 935
67 568 872
37 0 698
71 0 893
38 0 654
34 0 638
70 140 935
2 0 750
13 256 935
17 476 935
40 155 591
26 565 760
22 0 778
55 66 935
26 0 538
15 89 847
54 570 833
60 98 935
43 208 495
53 357 935
5 425 935
7 155 701
23 95 494
65 516 935
41 354 700
50 98284
100000 5458 98284
64300 20582 98284
68536 0 71714
77429 38856 89272
98653 37320 98284
65306 0 87157
3805 0 52238
72459 0 58299
78865 0 86428
39435 16623 54774
11897 33115 98284
34572 0 23141
32250 62365 98284
10260 21091 98284
84169 36211 98284
25176 0 74258
39473 3334 86649
7089 23866 98284
55172 60001 98284
50531 32090 98284
99168 0 59733
51628 18641 98284
7660 0 93802
7183 0 82741
79718 14069 98284
25543 0 57058
23496 0 86069
17746 13062 98284
2110 5704 98284
46688 0 97748
76153 54340 77074
3376 2564 75286
98967 6405 98284
23138 7291 98284
24567 31205 98284
89293 46514 98284
28988 0 59831
8648 0 94160
10362 0 76400
52343 9819 98284
95982 24608 70273
79937 0 94564
70490 9285 98284
80488 0 40632
40116 39687 96962
74238 14411 98284
20551 61517 88444
79861 4588 98284
1714 9369 98284
41989 16633 98284
25 614
3 497 552
3 133 298
12 395 522
9 112 493
11 567 614
0 364 401
4 105 386
2 0 449
4 73 80
4 475 505
6 275 423
1 20 380
10 29 180
0 41 352
8 56 157
6 0 70
11 284 317
7 247 385
10 212 614
8 422 469
12 0 337
8 504 557
1 399 598
3 424 459
0 452 486
24 34
71 13 34
34 8 34
24 0 25
27 0 16
80 9 34
44 13 34
25 0 14
25 20 34
33 0 12
77 0 29
18 2 18
82 0 13
17 0 13
15 0 16
45 0 15
83 14 34
70 0 17
35 22 34
49 1 17
0 13 34
36 0 32
88 0 18
59 0 33
58 13 34
27 298
75 52 298
21 193 298
14 0 185
66 86 298
22 114 298
43 44 298
73 169 281
30 0 200
62 103 298
81 0 224
10 114 298
72 0 145
90 27 298
69 59 298
24 0 286
23 187 298
13 0 188
35 0 296
5 0 213
28 122 298
86 0 170
106 66 298
33 169 298
27 158 298
6 166 298
44 43 298
49 0 215
35 327
130 0 261
34 121 327
8 153 327
9 101 327
48 191 327
72 0 246
107 0 123
84 0 285
15 67 306
31 148 327
33 55 240
20 0 278
53 14 327
19 95 327
56 211 327
93 235 327
133 156 244
64 0 278
110 25 206
41 27 327
114 127 327
57 73 227
74 0 184
40 59 255
51 198 327
55 32 327
103 213 327
79 53 327
23 0 218
78 60 327
12 0 249
54 100 327
112 83 252
27 110 327
106 0 77
41 396
23 0 281
3 163 396
61 299 396
65 259 396
35 84 396
1 47 396
63 166 288
6 0 170
52 0 286
25 85 390
37 0 385
10 179 396
36 0 350
29 0 175
8 128 207
31 0 337
16 0 265
68 244 396
15 0 218
15 262 385
49 0 360
19 0 223
9 67 396
33 4 225
32 185 396
20 172 396
40 0 172
44 34 278
66 230 327
13 0 395
42 0 272
0 151 396
2 0 325
67 14 396
12 15 396
10 32 155
11 0 327
39 105 396
48 0 391
46 0 223
51 44 396
1 1
1 0 1
28 435
60 0 374
17 0 314
0 122 435
9 172 435
70 156 435
14 107 265
73 0 424
18 19 435
15 0 434
2 193 435
45 3 435
74 0 358
67 0 363
6 75 435
72 152 426
10 0 422
31 30 435
71 239 435
37 133 435
38 24 435
7 24 435
26 0 278
39 151 435
8 108 435
36 292 435
23 141 435
30 0 290
63 0 308
46 610
115 17 610
99 34 610
101 364 599
46 0 244
114 37 610
54 326 610
50 0 430
9 173 610
8 0 421
89 195 526
79 6 610
78 0 203
97 0 527
2 0 545
14 0 599
64 441 610
28 67 610
20 285 610
7 353 610
19 83 610
109 69 590
95 80 610
49 0 522
72 48 438
16 109 610
37 6 610
43 0 566
84 54 610
83 227 610
34 21 610
35 32 610
92 0 397
71 45 610
13 0 350
59 37 610
82 270 610
53 53 610
5 300 609
85 149 610
102 0 524
105 199 610
93 0 493
70 47 610
45 0 599
41 3 610
42 0 519
19 581
25 223 581
5 0 431
8 360 581
46 0 368
0 84 581
9 101 508
41 383 581
16 110 349
2 240 581
44 0 392
10 0 528
39 139 260
4 56 581
13 0 332
18 86 523
14 14 581
6 0 551
24 0 210
28 6 581
6 815
27 329 815
61 186 815
28 0 815
4 0 537
8 0 462
58 188 595
19 65
63 11 65
3 1 65
46 7 65
37 33 57
24 0 62
27 0 51
80 2 65
35 13 46
30 0 59
58 0 60
70 2 62
13 4 26
68 0 60
25 1 45
73 0 42
31 1 65
19 44 65
2 0 24
56 0 48
2 100
1 0 49
1 50 100
8 399
34 237 399
64 0 203
11 56 399
58 283 392
12 203 399
47 108 399
28 50 399
50 118 399
22 264
59 0 183
80 124 264
105 0 164
53 189 264
42 0 243
27 3 119
108 24 264
23 82 264
56 0 242
0 6 264
67 0 249
34 56 216
41 85 154
58 0 112
30 0 186
65 65 198
117 0 218
89 0 203
51 0 264
102 0 243
66 120 264
120 109 221
46 381
64 249 341
1 80 381
16 80 381
9 0 355
55 0 285
7 60 276
2 0 183
43 0 360
49 142 381
51 103 349
8 0 381
20 54 381
56 0 190
45 167 381
59 80 381
24 0 304
5 247 381
52 22 381
3 62 381
41 0 365
12 126 381
21 0 263
62 0 367
32 223 358
23 50 381
25 82 381
19 12 381
39 0 364
14 101 381
53 4 381
17 202 381
61 0 151
54 103 325
31 167 381
29 0 91
10 91 381
5 52 171
4 169 324
40 0 299
46 64 381
29 237 329
57 0 303
26 0 198
2 211 381
34 221 362
0 113 270
1 381
44 0 219
3 885
84 0 370
81 0 601
39 63 885
